Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed
2006,Middle Tennessee,66.8254,178,64.0084,213,103.616,137,105.007,128,104.129,227,104.963,199,0.0438914,158,
2006,Oregon St.,66.2487,202,64.1412,207,98.8565,216,103.803,153,105.059,238,103.811,188,-0.00829304,159,
2006,Georgia Southern,73.8684,11,71.3885,9,103.353,141,101.884,184,98.5603,94,101.944,150,-0.0602373,160,
2006,North Dakota St.,66.4432,193,64.5327,181,105.159,98,103.805,152,101.686,164,104.25,193,-0.445127,161,
2006,Portland St.,68.8527,101,65.1575,148,102.55,151,101.885,183,103.753,217,102.335,156,-0.449785,162,
2006,Central Connecticut,63.9342,281,61.6082,286,110.642,26,109.13,70,103.167,201,109.584,289,-0.453272,163,
2006,Santa Clara,67.1287,161,64.4167,186,97.9901,230,100.519,205,102.338,179,100.999,133,-0.48075,164,
2006,Illinois St.,62.884,302,60.8339,303,87.6961,327,92.6436,307,93.5991,27,93.2325,27,-0.588873,165,
2006,Cal St. Fullerton,70.7787,51,67.7635,65,108.074,52,107.235,89,104.91,236,107.846,259,-0.610159,166,
2006,Troy,67.0864,162,64.3125,193,105.092,102,105.295,126,103.633,214,106.051,227,-0.756213,167,
2006,Denver,66.488,192,63.795,224,98.8812,214,98.3665,236,97.7644,81,99.1608,100,-0.794327,168,
2006,Illinois Chicago,64.4904,265,63.4196,235,103.437,139,105.26,127,106.052,257,106.058,228,-0.797166,169,
2006,Lipscomb,68.3713,120,63.9847,216,105.509,92,99.7397,217,96.9036,64,100.631,128,-0.891269,170,
2006,Coastal Carolina,64.1311,276,61.186,298,108.088,51,106.29,106,105.331,245,107.218,246,-0.928196,171,
2006,UC Santa Barbara,65.2084,242,61.56,289,102.159,154,102.134,179,101.228,158,103.063,169,-0.929929,172,
2006,Valparaiso,71.3011,42,68.8025,41,108.318,46,105.001,129,104.661,231,106.003,226,-1.00227,173,
2006,South Florida,64.2816,271,61.2855,294,91.3242,314,95.3902,284,98.4315,93,96.4651,58,-1.07489,174,
2006,Detroit,61.2308,319,59.563,317,102.092,157,103.95,148,106.272,265,105.18,205,-1.23026,175,
2006,Indiana St.,65.2855,240,64.3487,191,95.7554,270,101.077,197,104.138,228,102.517,160,-1.44021,176,
2006,Fairleigh Dickinson,71.0784,47,68.8816,39,101.798,167,100.59,203,98.2959,90,102.187,152,-1.59747,177,
2006,IUPUI,63.1672,298,60.3917,310,108.118,50,105.357,123,104.833,233,106.988,243,-1.63071,178,
2006,Monmouth,65.8253,219,64.2233,200,96.2588,256,95.639,278,94.7036,39,97.5258,79,-1.88684,179,16
2006,Wright St.,61.8948,317,60.6368,307,100.04,191,100.69,201,103.51,211,102.584,164,-1.89316,180,
2006,College of Charleston,70.013,64,67.4718,70,102.425,152,99.4448,225,97.6269,79,101.403,140,-1.95789,181,
2006,Evansville,68.5926,111,67.03,90,94.6261,286,100.4,207,102.985,197,102.443,158,-2.0435,182,
2006,Sam Houston St.,70.2623,57,67.5541,69,100.544,183,101.185,196,100.259,135,103.346,178,-2.16123,183,
2006,Niagara,68.0509,129,64.8062,168,106.193,82,106.151,109,109.795,310,108.342,266,-2.1913,184,
2006,Stephen F. Austin,67.3264,152,62.9703,249,104.897,106,102.572,171,99.1954,112,104.846,197,-2.27389,185,
2006,Loyola MD,71.8027,30,68.3802,48,106.652,72,104.974,130,108.443,301,107.337,248,-2.36351,186,
2006,Birmingham Southern,60.4115,324,57.8214,327,111.144,21,108.765,74,107.021,279,111.254,306,-2.48932,187,
2006,SMU,66.1714,206,64.1766,203,98.0184,229,98.1367,241,95.6866,47,100.672,130,-2.53509,188,
2006,Southeastern Louisiana,64.6334,260,61.0595,301,102.12,155,100.645,202,100.702,145,103.453,179,-2.80824,189,
2006,UT Arlington,69.5034,79,65.7309,127,101.157,177,102.259,177,103.301,202,105.139,203,-2.88042,190,
2006,Green Bay,63.6834,285,62.738,258,101.525,170,102.637,169,106.659,273,105.52,213,-2.88301,191,
2006,UCF,63.5338,290,61.5944,287,98.2273,223,99.5209,223,99.834,123,102.583,163,-3.06223,192,
2006,San Jose St.,69.3011,88,67.4616,72,93.3911,294,95.829,276,101.155,156,98.9335,97,-3.10449,193,
2006,Austin Peay,67.9252,133,66.301,108,104.609,114,102.606,170,103.743,216,105.765,218,-3.15851,194,
2006,Lehigh,63.9845,280,63.2127,242,95.93,264,96.4704,270,94.7102,40,99.6405,110,-3.17009,195,
2006,Binghamton,63.6309,288,62.8433,254,97.8516,234,95.6401,277,95.8727,51,98.8881,95,-3.24797,196,
2006,Idaho St.,72.84,17,70.6203,16,104.799,108,104.573,134,106.54,272,107.865,260,-3.29213,197,
2006,Vermont,65.0412,250,64.2559,199,97.9397,232,98.3633,237,97.9349,85,101.846,147,-3.48291,198,
2006,Ball St.,63.7339,284,62.8205,256,96.8071,247,97.9562,243,101.441,162,101.455,141,-3.49864,199,
2006,Tennessee Tech,69.354,83,67.956,59,101.993,160,100.214,211,102.924,194,103.843,189,-3.62852,200,
2006,Southern,68.2557,124,64.5164,182,95.2442,278,96.2068,273,93.6982,30,99.848,115,-3.64127,201,16
2006,Boston University,60.5703,323,58.8295,322,96.1206,258,96.8305,261,97.436,73,100.784,131,-3.9536,202,
2006,Delaware St.,57.1027,332,54.232,332,100.446,187,101.539,190,100.116,132,105.573,214,-4.03457,203,
2006,Pepperdine,69.7556,69,66.3483,107,93.2126,299,96.9547,258,103.64,215,101.239,137,-4.28414,204,
2006,North Texas,73.3635,14,71.4358,8,100.695,181,102.321,175,103.822,221,106.629,236,-4.30857,205,
2006,Tennessee St.,65.3764,232,64.6181,177,106.194,81,103.994,146,107.413,287,108.464,269,-4.46953,206,
2006,Lamar,74.806,7,71.746,6,104.682,112,103.516,158,103.95,223,107.99,263,-4.47308,207,
2006,Jacksonville St.,69.7679,68,69.5475,27,108.853,41,106.405,105,108.735,302,110.894,299,-4.48882,208,
2006,Arkansas Little Rock,66.7812,181,64.2642,198,96.0206,260,95.5241,281,98.8022,99,100.503,125,-4.97936,209,
2006,Montana St.,69.383,82,66.268,110,104.645,113,103.365,159,107.011,278,108.401,268,-5.03619,210,
2006,Tulane,66.9403,173,65.5008,136,92.2618,306,94.2554,292,98.7877,98,99.3901,106,-5.13476,211,
2006,Arkansas St.,69.9151,67,66.8863,95,101.836,165,104.409,139,107.456,290,109.546,288,-5.13746,212,
2006,Tulsa,67.179,159,63.9307,218,90.9077,316,94.0832,293,97.1847,68,99.2575,102,-5.17426,213,
2006,Canisius,67.1443,160,64.1513,205,104.527,119,103.296,161,110.24,313,108.531,270,-5.23453,214,
2006,Portland,68.4737,114,65.2177,144,98.7028,220,102.316,176,107.029,280,107.561,256,-5.24502,215,
2006,East Tennessee St.,76.4548,2,72.5749,4,105.511,91,99.7028,218,100.582,142,105.048,201,-5.34548,216,
2006,High Point,71.7009,32,69.9341,21,102.099,156,100.382,208,103.374,205,105.782,219,-5.40081,217,
2006,Rice,66.6213,187,64.8182,167,96.5259,250,99.9014,215,102.781,191,105.504,212,-5.60249,218,
2006,McNeese St.,72.6039,22,69.5724,26,97.2071,240,97.5451,249,100.745,146,103.218,170,-5.67301,219,
2006,Tennessee Martin,68.3644,121,67.1496,81,104.028,132,103.19,164,107.53,291,109.042,276,-5.8517,220,
2006,Furman,65.328,237,62.1872,270,105.17,97,102.404,173,105.41,249,108.389,267,-5.98515,221,
2006,Delaware,69.2543,92,67.1351,82,94.634,285,96.5386,268,102.068,172,102.576,162,-6.03774,222,
2006,Georgia St.,65.5992,226,63.1099,244,98.6808,221,101.88,185,108.077,299,107.933,262,-6.05316,223,
2006,UTSA,72.9778,16,69.4861,29,99.0968,205,99.6553,220,102.724,189,105.833,221,-6.17796,224,
2006,Marshall,67.2469,154,64.7506,170,96.2788,255,97.8652,246,100.902,150,104.045,191,-6.17993,225,
2006,Elon,65.831,217,63.548,232,97.0597,244,97.3809,250,103.095,198,103.566,181,-6.18556,226,
2006,Utah Valley St.,62.7463,304,58.8202,323,103.812,134,101.768,188,102.312,177,108.041,264,-6.27323,227,
2006,Fairfield,67.8458,136,65.1124,152,105.149,99,106.019,110,114.681,332,112.363,312,-6.34416,228,
2006,New Orleans,65.8276,218,62.636,260,95.364,276,98.9219,232,104.904,235,105.312,208,-6.38978,229,
2006,Western Michigan,65.6736,225,64.3034,195,94.8597,283,96.3817,271,103.596,213,102.98,167,-6.59792,230,
2006,Radford,69.2855,89,66.5905,102,104.543,118,103.848,151,106.044,256,110.476,294,-6.6281,231,
2006,Rider,70.0148,63,67.1301,83,100.179,190,100.534,204,108.784,303,107.206,245,-6.67218,232,
2006,Chicago St.,66.9984,172,64.8582,164,101.26,175,101.191,195,108.924,304,107.901,261,-6.7103,233,
2006,Cornell,63.3509,294,61.6195,285,97.9485,231,98.6329,233,99.8039,121,105.455,211,-6.82187,234,
2006,TCU,68.5579,112,66.051,117,90.5091,317,93.9112,294,102.109,173,100.972,132,-7.06028,235,
2006,Chattanooga,69.0274,96,66.7069,98,99.5669,196,98.6261,234,102.96,196,105.784,220,-7.15759,236,
2006,Appalachian St.,66.5317,191,63.6284,229,101.379,171,100.282,210,105.358,247,107.521,254,-7.23921,237,
2006,St. Bonaventure,67.6262,143,67.1273,84,99.3692,199,100.14,212,107.216,285,107.415,252,-7.27499,238,
2006,William & Mary,66.698,184,64.8223,166,96.3619,252,98.3418,238,104.272,230,105.693,217,-7.35088,239,
2006,Florida Atlantic,67.8436,137,64.6426,176,106.799,68,102.37,174,105.744,252,109.777,290,-7.40696,240,
2006,Hartford,65.4535,230,64.6862,174,101.945,163,101.325,193,102.887,192,108.902,273,-7.57707,241,
2006,Cleveland St.,68.4708,115,67.7521,66,91.3767,313,91.5363,315,101.76,167,99.1484,99,-7.61204,242,
2006,Robert Morris,68.4521,116,66.2185,113,104.116,129,103.762,155,106.416,270,111.424,309,-7.66263,243,
2006,Cal Poly,65.3083,239,62.2701,266,99.0707,206,99.6444,221,107.809,295,107.367,250,-7.72235,244,
2006,Richmond,57.2618,330,54.7707,331,90.3407,320,93.4462,300,100.613,144,101.173,136,-7.72679,245,
2006,Weber St.,65.3866,231,62.166,271,98.8893,212,98.9432,231,107.109,282,106.692,237,-7.74846,246,
2006,Southern Utah,66.2983,199,64.1472,206,102.677,150,101.52,192,107.871,297,109.312,286,-7.79179,247,
2006,Western Carolina,65.0617,248,63.0611,246,99.7197,194,99.5324,222,105.147,242,107.407,251,-7.87479,248,
2006,Mount St. Mary's,65.4778,229,63.0091,248,98.1996,226,96.3725,272,100.937,153,104.279,194,-7.90618,249,
2006,Youngstown St.,64.6364,259,63.4185,236,103.167,144,103.33,160,111.398,320,111.401,308,-8.07143,250,
2006,Towson,69.5299,78,67.0488,88,100.406,188,102.749,166,107.802,294,111.002,302,-8.2528,251,
2006,Wofford,64.9308,254,62.8573,253,98.2196,224,99.1712,230,106.401,269,107.454,253,-8.28299,252,
2006,Quinnipiac,71.1572,46,69.5426,28,99.9122,193,98.3034,240,102.653,186,106.86,240,-8.55706,253,
2006,Harvard,68.8627,100,68.6748,43,96.9289,246,96.4959,269,98.8283,103,105.14,204,-8.64446,254,
2006,Gardner Webb,66.8024,179,62.2658,267,102.772,147,100.452,206,106.372,268,109.194,283,-8.74216,255,
2006,Yale,69.5892,76,67.8986,62,96.1137,259,95.8351,275,98.8918,105,104.586,196,-8.75137,256,
2006,American,65.3317,236,63.3223,238,97.0675,243,98.1042,242,103.432,208,106.901,241,-8.79715,257,
2006,Charleston Southern,67.2405,156,65.1776,146,100.349,189,99.4241,226,106.338,267,108.234,265,-8.8102,258,
2006,Bowling Green,67.5859,149,65.9026,120,94.6727,284,97.3722,251,106.804,277,106.185,230,-8.81256,259,
2006,Eastern Kentucky,64.9834,251,62.8318,255,106.277,79,104.884,131,112.011,325,113.765,322,-8.88062,260,
2006,Wagner,67.0038,171,64.8762,163,98.887,213,96.97,257,100.905,151,105.864,222,-8.8939,261,
2006,Sacred Heart,66.7344,183,65.0924,153,99.435,197,97.1884,255,101.882,168,106.104,229,-8.91603,262,
2006,Cal St. Northridge,71.6423,33,68.814,40,95.8502,268,95.4754,282,103.779,218,104.517,195,-9.04162,263,
2006,Eastern Michigan,65.9939,212,64.9061,162,98.7208,219,99.8603,216,108.027,298,109.219,284,-9.35843,264,
2006,Princeton,53.8708,334,52.4688,334,95.0338,280,96.7231,264,101.754,166,106.225,231,-9.50218,265,
2006,UMBC,66.082,211,64.5005,183,100.778,180,100.872,200,105.969,253,110.484,296,-9.61184,266,
2006,Alabama A&M,75.8647,3,72.888,3,97.0235,245,94.3436,291,96.1433,54,104.084,192,-9.7408,267,
2006,Hampton,69.4109,81,68.0614,52,96.32,254,92.2737,310,91.8486,18,102.047,151,-9.77332,268,16
2006,St. Francis NY,66.6847,186,64.4603,185,94.3555,289,92.7858,304,99.1494,111,102.69,165,-9.90435,269,
2006,Oakland,69.4866,80,67.3448,77,104.039,131,103.905,149,111.782,324,114.13,324,-10.2252,270,
2006,Jackson St.,73.7534,12,69.9104,22,95.9488,263,95.5381,280,98.8162,101,105.864,223,-10.3263,271,
2006,FIU,67.9054,135,65.2261,142,88.4275,325,89.5054,326,100.871,149,100.195,120,-10.6893,272,
2006,East Carolina,64.632,261,62.866,251,92.5947,303,95.4274,283,102.52,184,106.259,232,-10.8317,273,
2006,IPFW,65.3109,238,62.3492,264,95.669,271,96.9318,259,107.106,281,107.779,258,-10.8477,274,
2006,UNC Greensboro,67.2441,155,65.1616,147,98.812,217,99.2635,227,107.423,288,110.168,292,-10.9046,275,
2006,UMKC,67.0364,169,65.1948,145,104.226,126,101.952,182,111.517,322,113.061,318,-11.1089,276,
2006,South Carolina St.,65.1689,243,64.0203,212,92.313,305,92.1655,311,97.4176,72,103.312,177,-11.1468,277,
2006,New Hampshire,60.064,325,58.2358,325,97.8748,233,97.9227,244,106.264,263,109.179,281,-11.2561,278,
2006,Southern Miss,62.0419,313,59.4906,319,91.4486,311,97.2677,253,107.811,296,108.689,271,-11.4216,279,
2006,Stetson,65.9149,214,62.283,265,99.6025,195,95.55,279,103.909,222,107.075,244,-11.525,280,
2006,Coppin St.,67.0283,170,65.2201,143,94.4865,288,95.2012,285,102.263,176,106.942,242,-11.7412,281,
2006,Campbell,78.3953,1,74.6534,1,105.149,100,101.002,199,109.103,305,113.146,319,-12.1439,282,
2006,Louisiana Monroe,68.6325,110,64.3374,192,91.4023,312,92.6003,308,104.962,237,104.854,198,-12.254,283,
2006,LIU Brooklyn,68.8787,99,67.1745,80,99.2869,202,96.7163,265,105.167,243,109.04,275,-12.3233,284,
2006,Arkansas Pine Bluff,69.9731,65,66.4067,106,87.6169,328,84.8754,332,90.1983,7,97.3373,75,-12.4618,285,
2006,UC Davis,65.1085,246,62.0433,274,97.6645,236,98.438,235,110.318,315,110.981,301,-12.543,286,
2006,Colgate,62.3129,309,61.7969,279,92.0893,308,92.3793,309,99.0506,110,105.086,202,-12.7064,287,
2006,Idaho,64.1514,275,61.1565,300,92.7214,301,97.8365,247,112.559,329,110.575,297,-12.7381,288,
2006,Norfolk St.,67.0778,165,64.8224,165,91.8691,309,90.8188,322,97.405,71,103.787,187,-12.9679,289,
2006,Alabama St.,69.3314,86,65.6719,129,95.0213,281,93.7378,296,101.704,165,107.361,249,-13.6234,290,
2006,Florida A&M,68.7595,108,66.2723,109,96.244,257,97.65,248,104.007,225,111.315,307,-13.6645,291,
2006,Lafayette,67.8048,138,67.4657,71,95.8695,267,97.2626,254,106.68,274,111.173,303,-13.9101,292,
2006,Maine,66.1169,208,65.0713,155,95.1158,279,95.0144,287,104.155,229,109.052,277,-14.0372,293,
2006,Bethune Cookman,68.3552,123,65.9959,118,94.5105,287,95.1284,286,99.021,108,109.175,280,-14.0468,294,
2006,UNC Asheville,69.1432,95,67.063,87,95.9512,262,96.7952,263,110.917,318,110.932,300,-14.1368,295,
2006,Brown,64.3435,269,63.2901,240,91.7888,310,91.0755,319,99.4143,116,105.391,210,-14.3155,296,
2006,Western Illinois,67.0837,163,64.6859,175,97.1992,241,94.8464,288,109.41,308,109.464,287,-14.6172,297,
2006,Columbia,64.7739,256,64.28,196,97.5577,238,96.8203,262,105.205,244,111.611,310,-14.791,298,
2006,South Dakota St.,68.8347,103,66.7815,97,90.3484,319,91.5009,316,106.734,276,106.406,235,-14.9048,299,
2006,Central Michigan,67.2251,157,65.8262,123,86.4278,331,88.8618,327,103.356,204,103.905,190,-15.043,300,
2006,Duquesne,67.6176,146,66.6779,99,97.718,235,99.5007,224,115.25,333,114.661,327,-15.1598,301,
2006,Northern Colorado,67.4144,150,64.6987,173,96.3201,253,100.356,209,112.055,326,115.565,333,-15.2094,302,
2006,UC Riverside,72.2596,26,69.8035,23,89.6387,324,90.5338,324,106.142,259,105.95,225,-15.4163,303,
2006,Kennesaw St.,68.8034,105,64.9488,160,101.286,174,97.9211,245,110.304,314,113.516,321,-15.5945,304,
2006,Navy,69.9166,66,69.358,32,93.333,297,93.4726,299,102.482,181,109.126,278,-15.6531,305,
2006,Grambling St.,70.5338,52,67.1882,79,93.1891,300,91.4671,317,98.9443,106,107.223,247,-15.7555,306,
2006,Nicholls St.,72.6606,21,68.64,44,95.3338,277,96.5451,267,110.372,316,112.472,313,-15.9269,307,
2006,Dartmouth,62.4316,308,61.7678,281,95.6283,272,94.5392,290,106.188,261,110.479,295,-15.9398,308,
2006,Southeast Missouri St.,65.859,216,64.1675,204,95.626,273,92.8607,303,107.188,283,109.147,279,-16.2861,309,
2006,Alcorn St.,71.754,31,67.9581,58,92.2453,307,92.6748,306,101.928,169,109.194,282,-16.5193,310,
2006,Longwood,73.9738,10,70.6617,15,96.782,248,96.702,266,107.443,289,113.387,320,-16.6854,311,
2006,Eastern Illinois,62.5303,307,60.7381,304,93.7277,292,91.8553,314,107.588,292,108.774,272,-16.9189,312,
2006,Stony Brook,64.9085,255,64.0842,211,89.9796,323,91.9347,313,106.013,255,108.921,274,-16.9864,313,
2006,James Madison,68.3622,122,65.7411,126,93.4137,293,95.9704,274,113.192,331,113.055,317,-17.0843,314,
2006,Howard,67.9155,134,65.6671,130,95.3798,275,93.4208,301,104.066,226,110.694,298,-17.2736,315,
2006,VMI,72.6797,20,70.5686,17,94.2535,290,91.2053,318,107.268,286,109.237,285,-18.032,316,
2006,Mercer,71.4202,37,66.8531,96,101.861,164,97.1813,256,111.462,321,115.45,332,-18.2691,317,
2006,Centenary,68.7925,106,65.8818,121,95.9065,265,93.8611,295,112.616,330,112.496,314,-18.6351,318,
2006,Texas Southern,72.7605,18,68.5776,47,90.1388,322,91.9666,312,106.004,254,111.203,304,-19.2364,319,
2006,North Carolina A&T,69.3511,84,66.4983,105,87.8165,326,85.9012,331,100.766,148,105.369,209,-19.4682,320,
2006,Texas St.,67.7771,139,65.0528,156,92.3497,304,92.7451,305,110.735,317,112.743,316,-19.9976,321,
2006,Mississippi Valley St.,64.4838,266,60.6236,308,94.1224,291,93.7275,297,108.363,300,113.804,323,-20.0762,322,
2006,Liberty,67.618,145,64.5917,179,91.3173,315,90.9005,321,109.987,311,111.225,305,-20.3249,323,
2006,North Florida,69.0063,97,65.1331,150,98.9303,211,94.5675,289,110.094,312,115.38,331,-20.8121,324,
2006,Maryland Eastern Shore,71.2886,43,69.197,33,90.1666,321,90.5334,325,103.348,203,111.775,311,-21.2416,325,
2006,Texas Pan American,67.698,141,65.1244,151,87.1176,330,88.3723,328,109.124,306,109.828,291,-21.4555,326,
2006,Morehead St.,66.5739,188,63.5128,234,90.4988,318,91.0346,320,111.674,323,112.593,315,-21.5589,327,
2006,St. Francis PA,63.2713,296,60.1055,312,93.3818,295,93.556,298,111.159,319,115.378,330,-21.8218,328,
2006,Jacksonville,75.8234,4,71.7839,5,95.6164,274,93.1142,302,112.352,328,115.23,329,-22.1156,329,
2006,The Citadel,66.8747,175,64.3654,189,92.6212,302,90.7561,323,112.286,327,115.189,328,-24.4327,330,
2006,Army,61.921,315,59.9378,313,86.2489,332,87.7031,329,109.383,307,114.301,325,-26.5982,331,
2006,Prairie View A&M,74.9968,6,70.8746,14,87.1755,329,86.644,330,107.692,293,114.51,326,-27.8659,332,
2006,Morgan St.,68.647,109,64.6045,178,78.7597,333,79.2489,334,106.451,271,110.248,293,-30.9993,333,
2006,Savannah St.,71.1861,45,67.3533,75,77.627,334,80.1921,333,116.451,334,118.202,334,-38.01,334,
2007,North Carolina,74.1408,10,71.8899,8,115.96,2,120.45,3,91.7164,10,88.7132,2,31.7371,1,1
2007,Ohio St.,65.1235,235,64.2281,208,113.242,14,119.341,6,92.5033,13,90.4737,10,28.8677,2,1
2007,Florida,67.2672,150,64.9276,179,117.548,1,120.927,2,91.3624,7,92.0656,14,28.8619,3,1
2007,Kansas,69.5468,78,68.0793,66,111.497,26,115.098,29,86.5831,1,86.837,1,28.2605,4,1
2007,Georgetown,59.6996,328,59.1413,326,115.392,5,121.238,1,95.4232,38,93.1473,19,28.0911,5,2
2007,Texas A&M,65.7515,216,63.6458,231,114.781,8,119.182,7,89.4797,3,91.8518,13,27.3305,6,3
2007,Wisconsin,63.0272,292,63.2879,248,111.065,31,115.733,24,90.822,5,89.6933,5,26.0394,7,2
2007,UCLA,64.4967,258,63.0382,253,111.081,30,116.164,19,93.6869,20,90.9188,11,25.2454,8,2
2007,Memphis,70.9494,47,68.0416,67,112.299,20,115.184,27,87.8607,2,90.3103,9,24.8739,9,2
2007,Duke,65.864,212,63.6919,228,105.684,106,112.973,46,92.1972,11,89.3301,4,23.6432,10,6
2007,Pittsburgh,62.6974,297,61.3083,302,112.335,18,118.425,9,98.4763,85,95.5748,40,22.8504,11,3
2007,Maryland,73.667,12,71.105,16,107.688,66,112.483,51,91.5681,8,90.1675,8,22.3158,12,4
2007,Indiana,64.2983,261,64.4417,202,109.786,39,116.372,17,96.5124,53,95.3063,36,21.0657,13,7
2007,Butler,58.5068,332,58.1217,329,115.194,6,118.052,10,95.0079,33,97.0797,50,20.9727,14,5
2007,Kentucky,67.7651,127,65.7553,143,107.8,64,115.724,25,98.6953,89,94.7893,27,20.9347,15,8
2007,Michigan St.,60.867,322,60.1869,318,107.023,82,112.195,56,93.3487,16,91.4261,12,20.769,16,9
2007,Notre Dame,70.4786,57,69.886,31,115.487,4,119.18,8,96.3073,51,98.4445,69,20.7354,17,6
2007,Villanova,66.6702,179,65.5366,156,107.794,65,113.578,38,96.9255,62,92.8864,17,20.6914,18,9
2007,Texas,69.6531,73,66.9647,99,114.529,9,120.376,4,100.24,122,99.8398,87,20.5363,19,4
2007,Southern Illinois,60.5451,325,60.412,315,104.11,135,109.583,88,94.2981,22,89.2996,3,20.283,20,4
2007,Georgia Tech,70.3805,61,67.0238,96,111.272,27,116.887,15,98.0863,77,97.1408,52,19.7464,21,10
2007,Oregon,67.2832,149,65.5537,155,112.582,16,117.207,13,97.755,70,97.4793,57,19.7274,22,3
2007,Louisville,65.9236,209,63.5029,237,107.159,80,112.8,49,95.1204,34,93.3409,20,19.4594,23,6
2007,Air Force,59.3333,330,56.6656,332,115.53,3,116.286,18,96.0679,47,97.0562,49,19.2294,24,
2007,Arizona,69.1368,89,67.8259,70,112.877,15,119.512,5,104.026,205,100.303,94,19.2093,25,8
2007,Creighton,62.423,301,62.2034,288,107.558,69,114.267,32,96.8992,61,95.1571,31,19.1102,26,10
2007,Clemson,68.0586,112,65.3633,161,107.298,77,112.198,55,95.8449,42,93.7004,24,18.4979,27,
2007,Missouri St.,66.6573,180,67.0485,95,109.288,44,113.731,36,97.3432,68,95.3592,37,18.3717,28,
2007,Xavier,66.302,195,65.7488,144,115.177,7,117.35,12,97.9432,74,99.0491,77,18.3007,29,9
2007,Virginia Tech,65.5856,221,63.1958,251,108.64,52,113.073,43,98.4205,82,95.159,32,17.9139,30,5
2007,Washington St.,61.5302,318,59.623,320,106.007,101,111.012,69,94.2566,21,93.1182,18,17.8933,31,3
2007,Marquette,67.8635,121,67.4391,84,106.471,88,112.208,54,95.3874,37,94.3579,25,17.8501,32,8
2007,Mississippi St.,69.9811,67,68.2844,60,108.243,57,113.752,35,97.7718,71,96.1106,46,17.6419,33,
2007,Illinois,62.3588,304,61.5558,299,103.046,154,107.542,108,91.5971,9,89.9416,6,17.6003,34,12
2007,Purdue,66.3438,191,66.1644,125,105.215,111,110.368,73,95.231,35,92.7698,16,17.5977,35,9
2007,Florida St.,67.9339,117,65.5252,157,108.791,50,115.715,26,101.374,145,98.409,66,17.3062,36,
2007,West Virginia,63.268,290,62.0828,290,111.897,23,116.154,20,97.9449,75,99.0237,76,17.1303,37,
2007,Syracuse,71.1777,43,69.8075,33,106.331,93,112.032,60,95.2724,36,94.9672,29,17.065,38,
2007,Arkansas,67.7123,128,65.8864,138,105.125,115,110.253,78,96.9826,63,93.3649,21,16.8885,39,12
2007,Tennessee,73.1628,16,71.0474,18,107.367,75,113.576,39,100.644,135,97.1313,51,16.4443,40,5
2007,Nevada,67.4607,141,65.7055,147,114.435,10,117.804,11,99.0518,95,101.581,115,16.2229,41,7
2007,Akron,65.056,240,63.318,246,113.711,13,115.109,28,94.7937,28,98.9272,75,16.1815,42,
2007,Boston College,66.2981,197,63.8331,223,111.818,24,117,14,104.649,221,101.094,107,15.9057,43,7
2007,Gonzaga,69.3805,85,66.5965,111,112.28,21,116.012,23,99.4618,103,100.227,92,15.7845,44,10
2007,BYU,68.2933,105,67.1913,89,112.166,22,116.124,21,100.907,139,100.375,96,15.7494,45,8
2007,UNLV,66.9781,162,64.7378,190,110.306,36,111.624,64,98.2518,80,95.9746,44,15.6493,46,7
2007,Bradley,66.7387,176,66.6691,108,110.879,32,116.634,16,104.593,218,101.65,117,14.9841,47,
2007,Kansas St.,67.767,126,65.3025,163,104.887,120,110.062,81,96.1943,49,95.2363,33,14.8262,48,
2007,Georgia,69.5439,79,66.7437,106,106.359,92,110.304,76,98.0407,76,95.5547,39,14.7489,49,
2007,Winthrop,66.4049,188,61.0453,306,111.244,28,113.314,41,94.5398,24,98.6066,73,14.7077,50,11
2007,USC,67.3433,147,66.6094,110,104.456,128,109.896,84,94.9532,32,95.4932,38,14.4031,51,5
2007,VCU,65.0829,237,64.6616,192,114.351,11,116.022,22,98.9272,93,101.653,118,14.3693,52,11
2007,Virginia,70.5294,56,67.7343,74,109.014,46,112.895,47,101.832,161,98.6492,74,14.2454,53,4
2007,DePaul,63.6916,280,62.0249,292,103.875,138,110.405,71,98.7866,91,96.1811,47,14.2244,54,
2007,Oklahoma,64.5687,257,62.2965,285,103.279,152,107.541,109,92.8832,15,93.4765,22,14.0647,55,
2007,Michigan,62.4095,302,62.2747,286,102.651,161,108.981,96,95.9013,43,95.1227,30,13.8581,56,
2007,LSU,65.1194,236,62.6377,270,103.651,144,107.407,112,95.6771,40,93.5538,23,13.853,57,
2007,Connecticut,69.424,83,67.8106,72,101.016,190,103.689,173,89.9671,4,89.9561,7,13.7331,58,
2007,Vanderbilt,68.3679,103,66.2076,124,109.55,41,114.982,30,103.142,190,101.303,112,13.6783,59,6
2007,Davidson,72.4673,23,71.316,15,110.507,34,112.107,58,94.8717,30,98.4988,71,13.6084,60,13
2007,Old Dominion,65.1477,232,65.4798,160,107.336,76,109.203,93,94.9137,31,95.9276,43,13.2754,61,12
2007,Mississippi,68.2055,107,66.3,122,107.474,72,113.013,44,101.426,146,99.8935,88,13.1195,62,
2007,Missouri,73.2325,15,71.4573,13,105.662,107,111.302,66,97.8003,72,98.2097,63,13.0922,63,
2007,Massachusetts,71.2949,42,70.0906,28,107.435,73,108.515,99,94.5411,25,95.6168,41,12.8985,64,
